id,text,target_entity,aspect,sentiment
2741,"Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area",LOCATION2,safety,None
2741,"Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area",LOCATION2,general,Negative
2741,"Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area",LOCATION1,safety,None
2741,"Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area",LOCATION1,transit-location,None
2741,"Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area",LOCATION2,transit-location,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION1,safety,Negative
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION1,price,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION2,safety,Negative
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION2,price,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION1,transit-location,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION2,transit-location,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION1,general,None
2742,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",LOCATION2,general,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION2,general,Positive
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION2,transit-location,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION1,general,Positive
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION1,transit-location,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION2,price,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION1,safety,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION1,price,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,LOCATION2,safety,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION2,price,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION1,transit-location,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION2,transit-location,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION1,safety,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION2,general,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION2,safety,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION1,general,None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",LOCATION1,price,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION1,price,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION2,safety,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION1,general,Positive
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION2,general,Positive
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION1,transit-location,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION1,safety,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION2,transit-location,None
2745,LOCATION1 and LOCATION2 happen to be two of my most favourite places in London,LOCATION2,price,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION2,safety,Negative
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION2,general,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION1,safety,Negative
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION2,price,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION1,transit-location,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION2,transit-location,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION1,price,None
2746,LOCATION2 and LOCATION1 are also really rough in areas,LOCATION1,general,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION1,price,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION2,safety,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION1,safety,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION1,transit-location,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION2,price,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION1,general,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION2,transit-location,None
2747,I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),LOCATION2,general,None
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION1,transit-location,None
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION2,general,Positive
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION1,safety,None
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION2,price,Negative
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION1,price,None
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION2,transit-location,None
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION2,safety,Positive
2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",LOCATION1,general,Positive
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION2,safety,Positive
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION2,price,None
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION1,transit-location,None
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION1,price,None
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION1,general,None
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION1,safety,Positive
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION2,transit-location,None
2749,I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,LOCATION2,general,None
275,"LOCATION1 tube station is on the Piccadilly line and there's good access to various parts of the London by bus, you're also down the road from LOCATION1",LOCATION1,price,None
275,"LOCATION1 tube station is on the Piccadilly line and there's good access to various parts of the London by bus, you're also down the road from LOCATION1",LOCATION1,safety,None
275,"LOCATION1 tube station is on the Piccadilly line and there's good access to various parts of the London by bus, you're also down the road from LOCATION1",LOCATION1,general,None
275,"LOCATION1 tube station is on the Piccadilly line and there's good access to various parts of the London by bus, you're also down the road from LOCATION1",LOCATION1,transit-location,Positive
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION2,safety,Negative
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION2,general,None
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION1,safety,None
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION1,general,None
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION2,price,None
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION2,transit-location,None
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION1,price,Negative
2750,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,LOCATION1,transit-location,None
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION1,safety,Negative
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION2,general,Negative
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION1,transit-location,None
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION1,price,None
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION2,price,None
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION1,general,Negative
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION2,safety,Negative
2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,LOCATION2,transit-location,None
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION1,transit-location,Positive
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION1,general,None
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION2,price,None
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION1,safety,None
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION2,safety,None
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION2,general,Positive
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION1,price,Positive
2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,LOCATION2,transit-location,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION1,transit-location,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION2,price,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION2,transit-location,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION2,general,Positive
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION1,safety,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION1,general,Positive
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION1,price,None
2753,One really nice area is LOCATION2 or LOCATION1,LOCATION2,safety,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION2,transit-location,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION2,price,Positive
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION1,general,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION1,safety,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION1,transit-location,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION2,general,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION2,safety,None
2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,LOCATION1,price,Positive
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION1,price,Negative
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION1,transit-location,None
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION2,price,Negative
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION1,safety,None
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION2,safety,None
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION2,general,Positive
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION2,transit-location,None
2755,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,LOCATION1,general,Positive
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION2,general,Positive
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION1,transit-location,None
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION2,transit-location,None
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION2,price,None
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION1,safety,None
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION1,general,Positive
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION2,safety,None
2756,LOCATION1 is quite nice and there are nice bits of LOCATION2 ( a bit further out but you wo n't have to change trains ),LOCATION1,price,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION2,transit-location,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION1,general,Positive
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION1,price,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION2,price,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION1,transit-location,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION2,general,Positive
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION1,safety,None
2757,"Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places",LOCATION2,safety,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION1,transit-location,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION2,transit-location,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION2,general,Positive
2758,a nice area is LOCATION1 or LOCATION2,LOCATION1,general,Positive
2758,a nice area is LOCATION1 or LOCATION2,LOCATION2,price,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION1,price,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION1,safety,None
2758,a nice area is LOCATION1 or LOCATION2,LOCATION2,safety,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION1,price,Positive
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION1,transit-location,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION2,price,Positive
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION1,safety,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION2,transit-location,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION2,safety,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION2,general,None
2759,"For affordable, try LOCATION2 or LOCATION1",LOCATION1,general,None
276,LOCATION1 is just heaven I 'm really confused right now,LOCATION1,transit-location,None
276,LOCATION1 is just heaven I 'm really confused right now,LOCATION1,safety,None
276,LOCATION1 is just heaven I 'm really confused right now,LOCATION1,general,Positive
276,LOCATION1 is just heaven I 'm really confused right now,LOCATION1,price,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION1,price,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION1,transit-location,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION1,safety,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION2,safety,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION1,general,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION2,price,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION2,general,None
2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live",LOCATION2,transit-location,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION2,general,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION1,price,Negative
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION1,safety,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION2,price,Negative
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION1,general,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION2,transit-location,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION1,transit-location,None
2761,Everything is slightly more expensive in LOCATION1 / LOCATION2,LOCATION2,safety,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION2,transit-location,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION1,transit-location,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION1,safety,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION1,price,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION2,general,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION1,general,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION2,safety,None
2762,LOCATION1/LOCATION2 are fantastic places to live (my mum lives in Ballham),LOCATION2,price,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION1,general,Positive
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION2,safety,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION2,price,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION1,safety,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION2,general,Positive
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION1,transit-location,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION1,price,None
2763,(LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,LOCATION2,transit-location,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION1,general,Positive
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION1,price,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION2,transit-location,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION2,price,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION2,general,Positive
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION1,safety,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION1,transit-location,None
2764,"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",LOCATION2,safety,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION2,safety,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION1,general,Positive
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION1,price,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION2,general,Positive
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION1,transit-location,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION2,transit-location,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION2,price,None
2765,"The neighborhood is good going towards LOCATION1 / LOCATION2 and is mostly middle aged / other students , who will have moved out during August anyway",LOCATION1,safety,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION2,transit-location,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION1,price,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION1,safety,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION1,transit-location,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION2,price,None
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION2,general,Negative
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION1,general,Negative
2766,Theres not much in LOCATION1 and LOCATION2 but yeah,LOCATION2,safety,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION2,general,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION1,safety,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION1,price,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION2,price,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION2,safety,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION2,transit-location,Negative
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION1,transit-location,None
2767,"Also LOCATION2, although it's a bit of a train journey to work, the lifestyle is very good  LOCATION1 has a bit of a reputation",LOCATION1,general,Negative
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION1,transit-location,Positive
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION2,general,None
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION1,safety,None
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION1,price,None
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION2,transit-location,Positive
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION2,safety,None
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION1,general,None
2768,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center",LOCATION2,price,None
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION2,safety,None
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION1,general,Positive
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION2,price,Positive
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION1,price,Positive
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION2,transit-location,None
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION1,safety,None
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION2,general,Positive
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,LOCATION1,transit-location,None
277,"LOCATION1 is fairly affordable , but not the 4-bedroom places",LOCATION1,transit-location,None
277,"LOCATION1 is fairly affordable , but not the 4-bedroom places",LOCATION1,general,None
277,"LOCATION1 is fairly affordable , but not the 4-bedroom places",LOCATION1,price,Positive
277,"LOCATION1 is fairly affordable , but not the 4-bedroom places",LOCATION1,safety,None
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION1,price,None
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION2,general,Positive
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION1,transit-location,Positive
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION1,general,Positive
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION1,safety,None
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION2,transit-location,Positive
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION2,safety,None
2770,"LOCATION2, LOCATION1, etc  are good places on the central line",LOCATION2,price,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION1,safety,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION2,transit-location,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION2,safety,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION1,transit-location,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION2,price,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION1,general,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION1,price,None
2771,As far as living nearby LOCATION2 and LOCATION1 are much better,LOCATION2,general,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION2,general,Negative
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION1,transit-location,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION1,safety,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION1,general,Negative
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION1,price,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION2,transit-location,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION2,price,None
2772,Forget LOCATION1 and the whole of LOCATION2,LOCATION2,safety,None
2773,"I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area,",LOCATION1,general,None
2773,"I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area,",LOCATION2,general,None
